artista,oyentes,reproducciones,bio_resumen,pais
Los Fachero´s,54,166,biografia no encontrada,
Jennifer Lopez,3624206,69497233,"Jennifer Lynn Lopez (born July 24, 1969 in New York, NY), popularly nicknamed J.Lo, is a Puerto Rican American pop and R&B singer, dancer, actress, model, fashion and perfume designer and film and television producer.

Starting in 1999, Lopez has released seven albums, including two #1 albums on the Billboard 200 charts and four Billboard Hot 100 #1 singles. She won the 2003 American Music Award for Favorite Pop/Rock Female Artist and the 2007 American Music Award for Favorite Latin Artist. <a href=""https://www.last.fm/music/Jennifer+Lopez"">Read more on Last.fm</a>",United States
Eydie Gormé,209357,2843632,"Eydie Gormé (also spelled as Eydie Gorme; born August 16, 1928) is an American singer, specializing, with her husband, Steve Lawrence, in traditional pop music, in the form of ballads and breezy swing. She has earned numerous awards, including the Grammy and the Emmy. She retired as of 2009; husband and musical partner Steve Lawrence continues to perform as a solo act.

Gormé was born as Edith Garmezano in Bronx, New York in 1928, the daughter of Fortuna and Nessim Garmezano. <a href=""https://www.last.fm/music/+noredirect/Eydie+Gorm%C3%A9"">Read more on Last.fm</a>",United States
Juan Formell Y Los Van Van,22789,160698,"Los Van Van is a Cuban band led by bassist Juan Formell, and is considered to be one of Cuba's major timba acts, while Juan Formell has arguably become the most important figure in contemporary Cuban music. <a href=""https://www.last.fm/music/Juan+Formell+Y+Los+Van+Van"">Read more on Last.fm</a>",Cuba
Noelia,82216,459459,"There are several artists who perform under the name Noelia.

 1.) Noelia Lorenzo, this International Latin Music Super Star was raised  in Miami, Florida, mostly known as Noelia, is a Puerto Rican pop singer who rose to fame in 1999. During her career she has had 10 Latin Billboard Top 40 hits, and has eighteen worldwide gold and nine worldwide multi-platinum -certified albums, along with one RIAA-certified Goldrecord in the United States. She has sold more than 4.5 million Albums worldwide.  <a href=""https://www.last.fm/music/Noelia"">Read more on Last.fm</a>",
Papá Levante,3435,32223,biografia no encontrada,
La Mona Jimenez,15195,222760,biografia no encontrada,
Los Palmeras,72724,988809,"Los Palmeras are from Santa Fe. Argentina.
They got together in 1972. The first name of the group was ""Grupo Palmeras"", but the people called them ""Los Palmeras"", so they changed the name to the one they use today.

They record their first record in 1967 called ""Los Palmeras"".
In 1968 they recorded ""TE REGALARE MI VIDA"".
They then changed the vocalist of the group, and have continued releasing material for over 30 years.

Some of their hits are ""El Parrandero"", ""La Chola"" and ""La chica de rojo"", and more recently""Bombon Asesino"".
 <a href=""https://www.last.fm/music/Los+Palmeras"">Read more on Last.fm</a>",
Lu,194312,1791644,"There are multiple artist called Lu:

1) Lucas Perez, professionally known as Lu (fka Lu Baby), is a rapper and singer from the All But 6 music collective and frequently collaborates with artists such as Pouya, KXLLSWXTCH, Fat Nick, South Strip, and more. His music is very unique and the world's not ready for it.

2)LU is a czech band, from the small town Koprivnice, where a new young music scene blossoms. They play alternative rock, with smashy guitar spaces but even sweet melodies. <a href=""https://www.last.fm/music/Lu"">Read more on Last.fm</a>",
Edwin Bonilla,4023,24340,biografia no encontrada,
YÁMANA,2959,12564,biografia no encontrada,
Thalia,268068,5915879,"Wrong tag. Fix you tags to Thalía <a href=""https://www.last.fm/music/+noredirect/Thalia"">Read more on Last.fm</a>",
Moises Angulo,2402,11242,biografia no encontrada,
Los Razos,27901,150270,"The history of Los Razos is similar to many Mexicans crossing the border to a better life and future opportunities in the US. Before they were musicians all of the Razos band members had various jobs, from mechanics to field workers some had to wash dishes and work as gardeners as many Mexicans who immigrate to the United States.

Los Razos are composed of five Mexicans from Michoacan and Sinaloa. Sacramento and Reynaldo who are the band leaders have struggled to keep the group together. <a href=""https://www.last.fm/music/Los+Razos"">Read more on Last.fm</a>",
Cabas,112797,1068960,"Andrés Mauricio Cabas, or just Cabas (born 7 October 1977) is a Colombian musician. His music, which is slowly gaining popularity, is distinguished by its catchy and Caribbean sounding songs.


Cabas released his self-titled album, ""Cabas"", in 2000, which he hoped to be popular and joyful. It became a huge success in Colombia, where his single Mi Bombón (My Lollipop) lead the charts of radio stations for three consecutive months, earning him a Gold Disc and a double Platinum disc. <a href=""https://www.last.fm/music/Cabas"">Read more on Last.fm</a>",Colombia
Diego Torres,265493,2559410,"Diego Antonio Caccia Torres (born March 9, 1971 in Buenos Aires, Argentina) is an Argentine pop singer and composer. He launched his first album, ""Diego Torres"", produced by Cachorro López. This album was rewarded 3 times platinum.

Two years later, and a little distant from TV, he launched his second album called ""Tratar de estar mejor"" which received 5 platinum albums in Argentina and gold and platinum albums in other Latin American countries. This album launched Torres to the international scene. <a href=""https://www.last.fm/music/Diego+Torres"">Read more on Last.fm</a>",United States
Franco De Vita,290856,3451545,"Franco De Vita (born January 23, 1954 in Caracas, Venezuela) is a singer-songwriter popular in Latin music.

One of three children born in Latin America to Italian immigrants, De Vita’s family returned to Italy when he was 3. The family moved back to Venezuela when De Vita was 13, and he later studied piano at the university level.

In 1982, De Vita formed the group Icaro, which released one self-titled album in his homeland. Two years later, he released his first disc as a solo artist, simply titled Franco De Vita. <a href=""https://www.last.fm/music/Franco+De+Vita"">Read more on Last.fm</a>",Italy
David Bisbal,351254,5109050,"
David Bisbal Ferre (born June 5, 1979 in Almería, Spain) is a Latin Grammy-winning Spanish pop singer. He gained his initial fame as a runner up on the interactive reality television show Operación Triunfo produced by Television Española.

He has since released five studio albums, all of which topped the Spanish Albums Chart, in addition to recording a number of live albums. He's toured throughout Europe and Latin America and is now considered to be a crossover international artist. <a href=""https://www.last.fm/music/David+Bisbal"">Read more on Last.fm</a>",Spain
Celia Cruz,548189,4663664,"Celia Cruz (born as Úrsula Hilaria Celia de la Caridad Cruz Alfonso in La Habana, Cuba on 21 October 1925 – died 16 July 2003) was a Cuban-American and was one of the most successful salsa performers of the 20th century, having earned twenty-three gold albums. She was renowned internationally as the ""Queen of Salsa"" as well as ""La Guarachera de Cuba.

In 1950, Cruz made her first major breakthrough, after the lead singer of the La Sonora Matancera, a renowned Cuban orchestra, left the group and Cruz was called to fill in. <a href=""https://www.last.fm/music/Celia+Cruz"">Read more on Last.fm</a>",Cuba
Guaraná,13391,89903,biografia no encontrada,
La Fiesta,10217,72017,"There is more than one artist under this name:

1. La Fiesta is a cuarteto band from Córdoba, Argentina founded and fronted by Cristian Amato.

2. La Fiesta is four-member pop group from Spain. <a href=""https://www.last.fm/music/La+Fiesta"">Read more on Last.fm</a>",
Walter Olmos,14706,117745,biografia no encontrada,
Jimmy Gutierrez,5741,38702,biografia no encontrada,
Víctor Manuelle,88399,920346,"Víctor Manuelle ,born Víctor Manuel Ruiz on September 27, 1968 in New York, New York, is a successful Latin Grammy nominated Puerto Rican American salsa singer, songwriter, and improvisational sonero, known to his fans as El Sonero de la Juventud (""The Youth's Sonero""). He is identified primarily with salsa romantica or ""salsa monga"", but has also experimented with styles ranging from Colombian vallenato to urban reggaeton. Unlike other young salsa performers such as Marc Anthony <a href=""https://www.last.fm/music/+noredirect/V%C3%ADctor+Manuelle"">Read more on Last.fm</a>",Colombia
Tru La La,6111,65839,"Tru-la-lá es un conjunto de música bailable de cuarteto que inició su actividad el 17 de noviembre de 1984 tocando en el club Unión San Vicente en Córdoba (Argentina), de la mano de su creador Manolo Cánovas y desde el 2000 por su hijo Mauricio Cánovas. Esta banda se inscribe dentro de la cultura musical propia de la ciudad de Córdoba (Argentina) y que reconoce sus orígenes a mediados del Siglo XX.

En Tru-la-lá dieron sus primeros pasos dentro de la música varios artistas reconocidos como: ""Marito"" (Mario Gutiérrez) <a href=""https://www.last.fm/music/Tru+La+La"">Read more on Last.fm</a>",
Luis Fonsi,1294341,14854780,"Luis Alfonso Rodríguez López-Cepero, more commonly known as Luis Fonsi, (born April 15, 1978 in San Juan, Puerto Rico) is a Latin Grammy winning Puerto Rican singer, composer and soap opera actor.

Fonsi and his family moved to Orlando, Florida, during Fonsi's early childhood. Fonsi's childhood was relatively average for kids his age, beginning to dream about becoming a member of Menudo, arguably Latin America's most famous boy band in history, around the time he was ten years old. <a href=""https://www.last.fm/music/Luis+Fonsi"">Read more on Last.fm</a>",
Geno,2002,8434,"Geno is a g-funk artist from Chicago, IL. He released album Unknown Lifestyle vol. 1 in 1999. <a href=""https://www.last.fm/music/Geno"">Read more on Last.fm</a>",
Benny,142314,1139548,"There are multiple artist called Benny:

1. Benny the Butcher, a hip-hop artist from Buffalo, NY, currently signed to Griselda & Shady Records.
2. Benny Ibarra De Llano, a singer, musician, producer and actor from Mexico.
3. A Hip-Hop artist from Boston, MA.
4. A punk band from Boston, UK.
5. Benny Schnier, a German Schlager singer.
6. Resident DJ of Belgian clubs Kokorico & Balmoral
7. J-Pop Girlgroup

1. Benny (a.k.a Benny the Butcher, B.E.N.N.Y. <a href=""https://www.last.fm/music/Benny"">Read more on Last.fm</a>",Belgium
Laura Pausini,556418,21863514,"Laura Pausini is a five-time Grammy Award winning Italian singer, songwriter, producer and TV host. She is the most famous and successful Italian artist worldwide. Pausini is famed for her soulful voice and her romantic Latin pop and Pop ballads and love songs, although she has also dealt with other subjects such as poverty, war, and racism, among other social issues. She is fluent in several languages. Although she mainly sings in Spanish and Italian, she also sings in Portuguese, English, and French. <a href=""https://www.last.fm/music/Laura+Pausini"">Read more on Last.fm</a>",Italy
